Title,US_Gross,Worldwide_Gross,Production_Budget,Release_Date,MPAA_Rating,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Normalized_Release_Date
There's Something About Mary,176484651,360099999,22000000,15-Jul-98,R,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83,7.2,96443,15-07-1998
They,12840842,12840842,17000000,27-Nov-02,PG-13,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,37,4.6,6550,27-11-2002
They Live,13000000,13000000,4000000,4-Nov-88,,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88,7.0,20995,04-11-1988
Things to Do in Denver when You're Dead,529766,529766,15000000,1-Dec-95,R,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,,33,6.6,12789,01-12-1995
Thinner,15171475,15171475,14000000,25-Oct-96,R,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,,18,5.3,7888,25-10-1996
Thirteen,4601043,6302406,2000000,20-Aug-03,R,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Catherine Hardwicke,0,7.0,31482,20-08-2003
Thirteen Conversations About One Thing,3287435,3705923,3000000,24-May-02,R,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,0,7.1,6188,24-05-2002
Thirteen Days,34566746,66554547,80000000,25-Dec-00,PG-13,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82,7.3,23578,25-12-2000
Thirteen Ghosts,41867960,68467960,19000000,26-Oct-01,R,Warner Bros.,Original Screenplay,Horror,Fantasy,,0,5.1,23243,26-10-2001
This Christmas,49121934,49778552,13000000,21-Nov-07,PG-13,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,55,5.4,3351,21-11-2007
This Thing of Ours,37227,37227,2000000,18-Jul-03,Not Rated,,,Drama,,,0,5.2,316,18-07-2003
Thomas and the Magic Railroad,15911332,15911332,19000000,26-Jul-00,G,Destination Films,Based on Book/Short Story,Adventure,Fantasy,,19,2.7,1613,26-07-2000
Thr3e,1008849,1060418,2400000,5-Jan-07,PG-13,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,5,5.0,2825,05-01-2007
Three Kingdoms: Resurrection of the Dragon,0,22139590,20000000,3-Apr-08,R,,Based on Book/Short Story,Action,Historical Fiction,,0,0.0,0,03-04-2008
Three Kings,60652036,107752036,48000000,1-Oct-99,R,Warner Bros.,Original Screenplay,Action,Historical Fiction,David O. Russell,94,7.3,68726,01-10-1999
Three to Tango,10570375,10570375,20000000,22-Oct-99,PG-13,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,28,5.8,11148,22-10-1999
Thumbsucker,1328679,1919197,4000000,16-Sep-05,R,Sony Pictures Classics,Based on Book/Short Story,Comedy,Contemporary Fiction,,70,6.7,12109,16-09-2005
Thunderball,63600000,141200000,9000000,29-Dec-65,,MGM,Based on Book/Short Story,Action,,,91,7.0,27245,29-12-1965
Thunderbirds,6768055,28231444,55000000,30-Jul-04,PG,Universal,Based on TV,Adventure,Science Fiction,Jonathan Frakes,19,4.0,5397,30-07-2004
Timber Falls,0,0,2600000,7-Dec-07,R,Slowhand Cinema,Original Screenplay,Horror,Contemporary Fiction,,38,5.3,2213,07-12-2007
Time Bandits,37400000,37400000,12000000,6-Nov-81,,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94,6.9,22719,06-11-1981
Time Changer,1500711,1500711,825000,25-Oct-02,PG,Five & Two Pictures,Original Screenplay,Drama,Fantasy,,22,5.0,1029,25-10-2002
Timecop,44853581,102053581,28000000,16-Sep-94,R,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47,5.5,16570,16-09-1994
Timeline,19480739,26703184,80000000,26-Nov-03,PG-13,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11,5.3,19318,26-11-2003
Tin Cup,53854588,75854588,45000000,16-Aug-96,R,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69,6.1,17274,16-08-1996
Titan A.E.,22751979,36751979,75000000,16-Jun-00,PG,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51,6.4,22286,16-06-2000
Titanic,600788188,1842879955,200000000,19-Dec-97,PG-13,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82,7.4,240732,19-12-1997
To Die For,21284514,27688744,20000000,27-Sep-95,R,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87,6.8,18459,27-09-1995
To Kill A Mockingbird,13129846,13129846,2000000,25-Dec-62,,Universal,,,,,97,8.4,82786,25-12-1962
Tom Jones,37600000,37600000,1000000,7-Oct-63,,,,,,,81,7.0,4035,07-10-1963
Tom yum goong,12044087,43044087,5700000,8-Sep-06,R,Weinstein Co.,Original Screenplay,Action,Contemporary Fiction,,0,6.9,13929,08-09-2006
Tombstone,56505000,56505000,25000000,25-Dec-93,R,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77,7.7,43688,25-12-1993
Tomcats,13558739,13558739,11000000,30-Mar-01,R,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,15,4.9,9505,30-03-2001
Tomorrow Never Dies,125304276,339504276,110000000,19-Dec-97,PG-13,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55,6.4,46650,19-12-1997
Tootsie,177200000,177200000,15000000,17-Dec-82,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87,7.4,31669,17-12-1982
Top Gun,176786701,353786701,15000000,16-May-86,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45,6.5,80013,16-05-1986
Topaz,6000000,6000000,4000000,19-Dec-69,,Universal,,,,Alfred Hitchcock,71,6.2,6389,19-12-1969
Topsy Turvy,6201757,6201757,20000000,17-Dec-99,R,USA Films,Based on Real Life Events,Musical,Dramatization,Mike Leigh,0,7.1,6215,17-12-1999
"Tora, Tora, Tora",29548291,29548291,25000000,23-Sep-70,,,,,,Richard Fleischer,0,0.0,0,23-09-1970
Torn Curtain,13000000,13000000,3000000,16-Jul-66,,,,,,Alfred Hitchcock,81,6.6,8670,16-07-1966
Torque,21176322,46176322,40000000,16-Jan-04,PG-13,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,23,3.5,12986,16-01-2004
Total Recall,119394839,261400000,65000000,1-Jun-90,,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81,7.4,70355,01-06-1990
Towering Inferno,116000000,139700000,14000000,17-Dec-74,,20th Century Fox,,,,John Guillermin,0,0.0,0,17-12-1974
Town & Country,6712451,10364769,105000000,27-Apr-01,R,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,13,4.4,2889,27-04-2001
Toy Story,191796233,361948825,30000000,22-Nov-95,G,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.2,151143,22-11-1995
Toy Story 2,245852179,484966906,90000000,19-Nov-99,G,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.0,119357,19-11-1999
Toy Story 3,410640665,1046340665,200000000,18-Jun-10,G,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,99,8.9,67380,18-06-2010
Traffic,124107476,208300000,48000000,27-Dec-00,R,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91,7.8,85759,27-12-2000
Training Day,76261036,104505362,45000000,5-Oct-01,R,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72,7.6,82057,05-10-2001
Trainspotting,16501785,24000785,3100000,19-Jul-96,R,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89,8.2,150483,19-07-1996
Traitor,23530831,27664173,22000000,27-Aug-08,PG-13,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,61,7.1,22468,27-08-2008
Transamerica,9015303,15151744,1000000,2-Dec-05,R,Weinstein Co.,Original Screenplay,Drama,Contemporary Fiction,,76,7.6,19343,02-12-2005
Transformers,319246193,708272592,151000000,3-Jul-07,PG-13,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,57,7.3,197131,03-07-2007
Transformers: Revenge of the Fallen,402111870,836303693,210000000,24-Jun-09,PG-13,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,20,6.0,95786,24-06-2009
Trapeze,14400000,14400000,4000000,1956-01-01,,,,,,,60,6.7,1570,01-01-1956
Trapped,6916869,6916869,30000000,20-Sep-02,R,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,18,6.0,10685,20-09-2002
Travellers and Magicians,506793,1058893,1800000,7-Jan-05,Not Rated,Zeitgeist,Original Screenplay,Drama,,,0,7.4,1069,07-01-2005
Treasure Planet,38120554,91800000,100000000,27-Nov-02,PG,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,69,6.6,12099,27-11-2002
Trekkies,617172,617172,375000,21-May-99,PG,Paramount Pictures,Based on Real Life Events,Documentary,Factual,,0,6.9,3004,21-05-1999
Tremors,16667084,16667084,10000000,19-Jan-90,,Universal,Original Screenplay,Action,Science Fiction,,88,7.2,29840,19-01-1990
Trippin',9017070,9017070,3000000,12-May-99,R,October Films,Original Screenplay,Comedy,Contemporary Fiction,,8,4.6,673,12-05-1999
Tristram Shandy: A Cock and Bull Story,1253413,3061763,4750000,27-Jan-06,R,Picturehouse,Based on Book/Short Story,Comedy,Contemporary Fiction,Michael Winterbottom,0,0.0,0,27-01-2006
Trois,1161843,1161843,200000,11-Feb-00,NC-17,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,0,3.3,360,11-02-2000
Tron,26918576,26918576,17000000,9-Jul-82,,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,,68,2.9,923,09-07-1982
Troop Beverly Hills,7190505,7190505,18000000,22-Mar-89,,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,,8,4.7,3427,22-03-1989
Tropic Thunder,110461307,188163455,90000000,13-Aug-08,R,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83,7.2,104839,13-08-2008
Troy,133298577,497398577,150000000,14-May-04,R,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54,7.0,129575,14-05-2004
True Lies,146282411,365300000,100000000,15-Jul-94,R,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69,7.2,80581,15-07-1994
True Romance,12281000,12281000,12500000,10-Sep-93,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91,7.9,73829,10-09-1993
Trust the Man,1530535,2548378,9000000,18-Aug-06,R,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,27,5.8,5262,18-08-2006
Tsotsi,2912606,9879971,3000000,24-Feb-06,R,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Gavin Hood,0,7.4,13167,24-02-2006
Tuck Everlasting,19161999,19344615,15000000,11-Oct-02,PG,Walt Disney Pictures,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61,6.5,6639,11-10-2002
Tumbleweeds,1350248,1788168,312000,24-Nov-99,PG-13,Fine Line,Based on Real Life Events,Drama,Dramatization,,84,6.4,2152,24-11-1999
Turbulence,11532774,11532774,55000000,10-Jan-97,R,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,17,4.5,5147,10-01-1997
Turistas,7027762,14321070,10000000,1-Dec-06,R,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,0,6.9,83,01-12-2006
Twelve Monkeys,57141459,168841459,29000000,27-Dec-95,R,Universal,Based on Short Film,Drama,Science Fiction,Terry Gilliam,0,8.1,169858,27-12-1995
Twilight,15055091,15055091,20000000,6-Mar-98,R,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,,60,6.1,4840,06-03-1998
Twilight Zone: The Movie,29500000,29500000,10000000,24-Jun-83,,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67,6.3,12054,24-06-1983
Twin Falls Idaho,985341,1027228,500000,30-Jul-99,R,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Michael Polish,77,7.1,2810,30-07-1999
Twins,111936388,216600000,15000000,9-Dec-88,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,33,0.0,0,09-12-1988
Twisted,25195050,40119848,50000000,27-Feb-04,R,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,2,4.8,83,27-02-2004
Twister,241888385,495900000,88000000,10-May-96,PG-13,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57,6.0,61665,10-05-1996
Two Brothers,18947630,39925603,72000000,25-Jun-04,PG,Universal,Original Screenplay,Drama,Kids Fiction,Jean-Jacques Annaud,77,6.0,127,25-06-2004
Two Can Play That Game,22235901,22391450,13000000,7-Sep-01,R,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,43,5.6,2370,07-09-2001
Two Girls and a Guy,2057193,2315026,1000000,24-Apr-98,R,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,James Toback,0,5.6,3722,24-04-1998
Two Lovers,3149034,11549034,12000000,13-Feb-09,R,Magnolia Pictures,Original Screenplay,Drama,Contemporary Fiction,James Gray,0,7.3,10325,13-02-2009
Two Weeks Notice,93354918,199043309,60000000,20-Dec-02,PG-13,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,42,5.8,35515,20-12-2002
Tycoon,121016,121016,5000000,13-Jun-03,Not Rated,,,,,,0,6.0,456,13-06-2003
U-571,77086030,127630030,62000000,21-Apr-00,PG-13,Universal,Original Screenplay,Action,Historical Fiction,Jonathan Mostow,68,6.4,32528,21-04-2000
U2 3D,10363341,22664070,15000000,23-Jan-08,G,National Geographic Entertainment,Based on Real Life Events,Concert/Performance,Factual,Catherine Owens,0,8.3,2090,23-01-2008
UHF,6157157,6157157,5000000,21-Jul-89,,,,,,,55,6.6,12676,21-07-1989
Ulee's Gold,9054736,15600000,2700000,13-Jun-97,R,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,,94,7.0,4041,13-06-1997
Ultraviolet,18522064,20722064,30000000,3-Mar-06,PG-13,Sony/Screen Gems,Original Screenplay,Action,Science Fiction,,9,4.0,28547,03-03-2006
Unaccompanied Minors,16655224,21949214,25000000,8-Dec-06,PG,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,0,3.7,4133,08-12-2006
Unbreakable,94999143,248099143,73243106,22-Nov-00,PG-13,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,68,7.3,97324,22-11-2000
Undead,41196,187847,750000,1-Jul-05,R,Lionsgate,Original Screenplay,Horror,,,0,5.6,6957,01-07-2005
Under Siege 2: Dark Territory,50024083,104324083,60000000,14-Jul-95,R,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,34,5.1,15218,14-07-1995
Under the Rainbow,18826490,18826490,20000000,31-Jul-81,,Warner Bros.,Original Screenplay,Comedy,Historical Fiction,,0,4.9,1263,31-07-1981
Underclassman,5654777,5654777,25000000,2-Sep-05,PG-13,Miramax,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,0,3.3,3249,02-09-2005
Undercover Brother,38230435,38230435,25000000,31-May-02,PG-13,Universal,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,76,5.7,14237,31-05-2002
Underworld,51970690,95708457,22000000,19-Sep-03,R,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Len Wiseman,30,6.7,65690,19-09-2003
Underworld: Evolution,62318875,111318875,45000000,20-Jan-06,R,Sony/Screen Gems,Original Screenplay,Action,Fantasy,Len Wiseman,15,6.6,48551,20-01-2006
Undiscovered,1069318,1069318,9000000,26-Aug-05,PG-13,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,,8,3.7,1981,26-08-2005
Undisputed,12398628,12398628,20000000,23-Aug-02,R,Miramax,Original Screenplay,Drama,Contemporary Fiction,Walter Hill,49,5.8,6837,23-08-2002
Unfaithful,52752475,119114494,50000000,8-May-02,R,20th Century Fox,Remake,Drama,Contemporary Fiction,Adrian Lyne,48,6.6,23998,08-05-2002
Unforgettable,2483790,2483790,18000000,23-Feb-96,R,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23,5.7,2284,23-02-1996
United 93,31567134,76366864,18000000,28-Apr-06,R,Universal,Based on Real Life Events,Drama,Dramatization,Paul Greengrass,91,7.8,46691,28-04-2006
Universal Soldier II: The Return,10447421,10717421,40000000,20-Aug-99,R,Sony Pictures,Original Screenplay,Action,Science Fiction,,0,3.4,10233,20-08-1999
Untraceable,28687835,52649951,35000000,25-Jan-08,R,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,15,6.1,21922,25-01-2008
Up,293004164,731304609,175000000,29-May-09,PG,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Pete Docter,98,8.4,110491,29-05-2009
Up in the Air,83823381,166077420,30000000,4-Dec-09,R,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Jason Reitman,90,0.0,0,04-12-2009
Urban Legend,38116707,72571864,14000000,25-Sep-98,R,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,21,5.2,19113,25-09-1998
Urban Legends: Final Cut,21468807,38574362,15000000,22-Sep-00,R,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,9,3.7,7609,22-09-2000
Urbania,1032075,1032075,225000,15-Sep-00,R,Lionsgate,Based on Play,Drama,Contemporary Fiction,,73,6.7,2218,15-09-2000
V for Vendetta,70511035,132511035,50000000,17-Mar-06,R,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,James McTeigue,73,8.2,224636,17-03-2006
Valentine,20384136,20384136,10000000,2-Feb-01,R,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,,9,4.3,11435,02-02-2001
Valentine's Day,110485654,215771698,52000000,12-Feb-10,PG-13,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Garry Marshall,17,5.7,17599,12-02-2010
Valiant,19478106,61746888,35000000,19-Aug-05,G,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,30,5.6,7158,19-08-2005
Valkyrie,83077470,198686497,75000000,25-Dec-08,PG-13,United Artists,Based on Real Life Events,Thriller/Suspense,Dramatization,Bryan Singer,61,7.3,54343,25-12-2008
Vampire in Brooklyn,19637147,19637147,14000000,27-Oct-95,R,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11,4.3,8200,27-10-1995
Vampires,20268825,20268825,20000000,30-Oct-98,R,Sony Pictures,Based on Book/Short Story,Horror,Fantasy,John Carpenter,33,6.8,54,30-10-1998
Van Helsing,120150546,300150546,170000000,7-May-04,PG-13,Universal,Original Screenplay,Action,Historical Fiction,Stephen Sommers,22,5.5,68846,07-05-2004
Vanilla Sky,100614858,202726605,70000000,14-Dec-01,R,Paramount Pictures,Remake,Thriller/Suspense,Contemporary Fiction,Cameron Crowe,39,6.9,87820,14-12-2001
Vanity Fair,16123851,19123851,23000000,1-Sep-04,PG-13,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Mira Nair,50,6.2,9343,01-09-2004
Varsity Blues,52894169,54294169,16000000,15-Jan-99,R,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Brian Robbins,39,6.0,18066,15-01-1999
Veer-Zaara,2938532,7017859,7000000,12-Nov-04,Not Rated,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,,0,7.3,4155,12-11-2004
Venom,881745,881745,25000000,16-Sep-05,R,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,10,4.6,4220,16-09-2005
Venus,3347411,4022411,6000000,21-Dec-06,R,Miramax,Original Screenplay,Drama,Contemporary Fiction,,89,0.0,0,21-12-2006
Veronica Guerin,1569918,9438074,17000000,17-Oct-03,R,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54,6.8,8778,17-10-2003
Vertical Limit,68473360,213500000,75000000,8-Dec-00,PG-13,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Martin Campbell,47,5.6,24294,08-12-2000
Vicky Cristina Barcelona,23213577,77213577,16000000,15-Aug-08,PG-13,MGM,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,82,7.4,51760,15-08-2008
Videodrome,2120439,2120439,5952000,4-Feb-83,,Universal,Original Screenplay,Horror,Fantasy,David Cronenberg,0,7.3,20080,04-02-1983
Virtuosity,23998226,23998226,30000000,4-Aug-95,R,Paramount Pictures,Original Screenplay,Action,Science Fiction,,34,5.3,11079,04-08-1995
Virus,14010690,30626690,75000000,15-Jan-99,R,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,,9,4.5,10487,15-01-1999
Volcano,47546796,120100000,90000000,25-Apr-97,PG-13,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Mick Jackson,42,5.2,21313,25-04-1997
Volver,12899867,85599867,9400000,3-Nov-06,R,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Pedro Almodovar,92,4.4,288,03-11-2006
W.,25534493,28575778,25100000,17-Oct-08,PG-13,Lionsgate,Based on Real Life Events,Drama,Dramatization,Oliver Stone,60,0.0,0,17-10-2008
WALL-E,223808164,532743103,180000000,27-Jun-08,G,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96,8.5,182257,27-06-2008
Wag the Dog,43057470,64252038,15000000,25-Dec-97,R,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Barry Levinson,84,7.0,36092,25-12-1997
